,Id,geometry,Nearest_Node_ID,Nearest_Cooling_Center,Cooling_Center_ID,Driving_Time_Minutes
10,0,"POLYGON Z ((-93.55559999961406 41.57550000026822 0, -93.55559999961406 41.575400000438094 0, -93.55580000020564 41.575400000438094 0, -93.55580000020564 41.57550000026822 0, -93.55559999961406 41.57550000026822 0))",160927367.0,East Side Library,160775687.0,52.0
11,0,"POLYGON Z ((-93.56060000043362 41.590099999681115 0, -93.56080000009388 41.590099999681115 0, -93.56080000009388 41.59019999951124 0, -93.56060000043362 41.59019999951124 0, -93.56060000043362 41.590099999681115 0, -93.56060000043362 41.590099999681115 0, -93.56060000043362 41.590099999681115 0))",160974582.0,East Side Library,160775687.0,42.0
12,0,"POLYGON Z ((-93.55800000019372 41.57589999958873 0, -93.55810000002384 41.57589999958873 0, -93.55810000002384 41.575999999418855 0, -93.55800000019372 41.575999999418855 0, -93.55800000019372 41.57589999958873 0))",160927367.0,East Side Library,160775687.0,52.0
13,0,"POLYGON Z ((-93.56149999983609 41.59129999950528 0, -93.56149999983609 41.591199999675155 0, -93.56159999966621 41.591199999675155 0, -93.56159999966621 41.591199999675155 0, -93.56170000042766 41.591199999675155 0, -93.56170000042766 41.59129999950528 0, -93.56159999966621 41.59129999950528 0, -93.56159999966621 41.59129999950528 0, -93.56149999983609 41.59129999950528 0))",160855392.0,East Side Library,160775687.0,38.0
14,0,"POLYGON Z ((-93.56180000025779 41.58530000038445 0, -93.56180000025779 41.58520000055432 0, -93.56190000008792 41.58520000055432 0, -93.56190000008792 41.58530000038445 0, -93.56180000025779 41.58530000038445 0))",160813900.0,East Side Library,160775687.0,48.0
15,0,"POLYGON Z ((-93.55999999959022 41.59720000065863 0, -93.55999999959022 41.597100000828505 0, -93.56010000035167 41.597100000828505 0, -93.56010000035167 41.59720000065863 0, -93.55999999959022 41.59720000065863 0))",160860700.0,East Side Library,160775687.0,26.0
16,0,"POLYGON Z ((-93.56350000016391 41.59979999996722 0, -93.56350000016391 41.59979999996722 0, -93.56350000016391 41.599899999797344 0, -93.56340000033379 41.599899999797344 0, -93.56340000033379 41.59979999996722 0, -93.56350000016391 41.59979999996722 0, -93.56350000016391 41.59979999996722 0))",5838882110.0,East Side Library,160775687.0,24.0
17,0,"POLYGON Z ((-93.56400000024587 41.5812999997288 0, -93.564100000076 41.5812999997288 0, -93.564100000076 41.581399999558926 0, -93.56400000024587 41.581399999558926 0, -93.56400000024587 41.5812999997288 0))",4119299092.0,East Side Library,160775687.0,60.0
18,0,"POLYGON Z ((-93.56419999990612 41.58500000089407 0, -93.56419999990612 41.5848999992013 0, -93.56419999990612 41.5848999992013 0, -93.564100000076 41.58479999937117 0, -93.56429999973625 41.58479999937117 0, -93.56429999973625 41.58500000089407 0, -93.56419999990612 41.58500000089407 0))",160854687.0,East Side Library,160775687.0,52.0
19,0,"POLYGON Z ((-93.56610000040382 41.596300000324845 0, -93.56610000040382 41.596300000324845 0, -93.56610000040382 41.59640000015497 0, -93.56610000040382 41.59640000015497 0, -93.56610000040382 41.596300000324845 0))",160964082.0,East Side Library,160775687.0,24.0
20,0,"POLYGON Z ((-93.5663999998942 41.59860000014305 0, -93.5663999998942 41.598500000312924 0, -93.56649999972433 41.598500000312924 0, -93.56649999972433 41.59860000014305 0, -93.5663999998942 41.59860000014305 0))",160895351.0,East Side Library,160775687.0,20.0
21,0,"POLYGON Z ((-93.5679999999702 41.58070000074804 0, -93.5679999999702 41.58070000074804 0, -93.5679999999702 41.580800000578165 0, -93.5679999999702 41.580800000578165 0, -93.5679999999702 41.58070000074804 0))",160888260.0,East Side Library,160775687.0,58.0
22,0,"POLYGON Z ((-93.56890000030398 41.59860000014305 0, -93.56890000030398 41.598500000312924 0, -93.56909999996424 41.598500000312924 0, -93.56909999996424 41.59860000014305 0, -93.56890000030398 41.59860000014305 0))",160895345.0,East Side Library,160775687.0,20.0
23,0,"POLYGON Z ((-93.56950000021607 41.598500000312924 0, -93.5696000000462 41.598500000312924 0, -93.5696000000462 41.59860000014305 0, -93.56950000021607 41.59860000014305 0, -93.56950000021607 41.598500000312924 0))",160895345.0,East Side Library,160775687.0,20.0
24,0,"POLYGON Z ((-93.56879999954253 41.5945999994874 0, -93.56900000013411 41.5945999994874 0, -93.56900000013411 41.59469999931753 0, -93.56890000030398 41.59469999931753 0, -93.56879999954253 41.5945999994874 0))",160913716.0,East Side Library,160775687.0,26.0
